gene
A1CF
A4GNT
AADAC
AATK
ABCA4
ABCB1
ABCC2
ABCC3
ABCC6
ABCG2
ABCG5
ABCG8
AC002472.13
AC006372.1
AC007401.2
AC011298.2
AC012215.1
AC021218.2
AC022431.2
AC079612.1
AC091801.1
AC104472.1
AC104809.3
AC106876.2
AC112715.2
AC138430.4
AC142381.1
ACADS
ACE
ACE
ACE2
ACKR4
ACMSD
ACOT11
ACOT12
ACOT6
ACSL5
ACSL6
ACSS2
ACTG2
ACTL7A
ACTL8
ACVR1C
ACY1
ACY3
ADA
ADAMDEC1
ADAMTSL5
ADAT3
ADCY10
ADH1A
ADH4
ADH6
ADORA2A-AS1
ADTRP
AGBL1
AGMAT
AGMO
AGPAT9
AGR2
AGR3
AGXT
AGXT2
AIM1L
AKAP14
AKR1B10
AKR1B15
AKR1C3
AKR1C4
AKR7A3
AL162431.1
ALDH1A1
ALDH3A1
ALDOB
ALPI
ALPPL2
AMBP
AMER3
AMN
AMPD1
AMY2A
ANKRD30B
ANKRD62
ANKRD9
ANKS4B
ANO4
ANO7
ANO9
ANPEP
ANXA10
ANXA13
AOC1
AP000679.2
AP000867.1
APCS
APOA1
APOA4
APOB
APOBEC1
APOBEC4
APOC2
APOC3
APOC4-APOC2
APOH
APOL5
AQP10
AQP11
AQP12A
AQP12B
AQP5
AQP7
ARHGAP40
ARHGDIG
ARHGEF16
ARL14
ARSE
ARX
ASAH2
ASAH2C
ASB18
ASCL2
ASIC5
ASPDH
ATCAY
ATOH1
ATOH7
ATP10B
ATP2C2
ATP4A
ATP7B
AVP
AVPR1B
AXDND1
B3GALT5
B3GNT3
B3GNT5
B3GNT6
B3GNT7
B3GNT8
B4GALNT2
BAIAP2L2
BARX2
BCAS1
BCL2L10
BCL2L14
BCL2L15
BCMO1
BEST4
BMP3
BMP5
BOLL
BPIFB1
BRI3BP
BST1
BTBD17
BTNL3
BTNL8
C11orf86
C12orf36
C12orf50
C14orf105
C15orf43
C15orf48
C15orf60
C17orf77
C17orf78
C18orf42
C19orf33
C19orf69
C19orf77
C1orf106
C1orf115
C1orf116
C1orf177
C1orf180
C1orf195
C1orf210
C1ORF220
C20orf144
C22orf42
C2orf54
C2orf72
C2orf78
C2orf82
C2orf88
C3orf65
C3orf83
C4BPB
C4orf22
C5orf52
C6orf132
C6orf141
C6orf15
C6orf183
C6orf222
C6orf223
C6orf52
C8A
C8G
C8orf47
C8orf49
C9orf152
C9orf173
CA13
CA2
CA7
CA9
CABP7
CALCB
CALHM1
CALHM3
CALML4
CALY
CAPN13
CAPN8
CAPN9
CARTPT
CASC5
CASP1
CASP16
CASP5
CASR
CBLC
CBLN2
CBR1
CCDC129
CCDC68
CCDC79
CCK
CCKAR
CCL11
CCL13
CCL15
CCL15-CCL14
CCL20
CCL24
CCL25
CCL28
CCR9
CD160
CD1D
CD200R1L
CD207
CD79A
CDC25C
CDC42EP5
CDCA3
CDCA7
CDH16
CDH17
CDHR2
CDHR5
CDK5R2
CDKN2B
CDRT1
CDRT1
CDX1
CDX2
CEACAM18
CEACAM5
CEACAM6
CEBPA
CEBPE
CEL
CELA2A
CELA2B
CELA3A
CELA3B
CELF3
CER1
CES2
CES3
CFTR
CGB
CGB5
CGN
CHAT
CHGA
CHGB
CHN2
CHP2
CHRM4
CHRNA5
CHST5
CHST6
CIDEB
CIDEC
CKMT1A
CKMT1B
CLC
CLCA1
CLDN15
CLDN18
CLDN2
CLDN23
CLDN3
CLDN6
CLDN7
CLIC5
CLLU1OS
CLPS
CLRN1
CLRN3
CMBL
CNDP1
CNGA3
CNTNAP4
COL6A5
CORO2A
CORO7-PAM16
CPA1
CPA2
CPLX2
CPNE6
CPNE7
CPS1
CRB3
CREB3L3
CRYAA
CRYBA2
CRYL1
CST9L
CSTL1
CTB-129P6.11
CTB-186H2.3
CTB-60B18.6
CTD-2021H9.3
CTD-2228K2.5
CTD-2510F5.6
CTD-2535L24.2
CTD-2545M3.6
CTRB1
CTRB2
CTRC
CTSE
CXCL6
CXCR3
CYLC2
CYP2B6
CYP2B7P
CYP2C18
CYP2C19
CYP2C9
CYP2D6
CYP2J2
CYP2S1
CYP2W1
CYP3A4
CYP3A5
CYP3A7
CYP4A11
CYP4F11
CYP4F12
CYP4F2
CYP4F3
CYP7A1
DAB1
DAK
DAPK2
DAZ1
DAZ2
DAZ3
DAZ4
DDC
DDC8
DEC1
DEFA5
DEFA6
DEFB119
DEFB131
DEGS2
DEPDC7
DES
DGAT1
DGAT2L7P
DHDH
DHRS11
DHRS7C
DIRAS2
DKK4
DMBT1
DMRTB1
DNAH3
DNAJC22
DNASE1
DNMT3L
DPCR1
DPEP1
DPP10
DPP4
DPPA2
DPPA3
DPPA5
DPYSL5
DQX1
DRD5
DSC2
DSG3
DSG4
DYNAP
E2F2
EDN2
EDN3
EFNA2
ELF3
ELF5
ELL3
EMB
EMR3
EMX1
ENPEP
ENPP3
ENPP7
ENTPD2
ENTPD5
ENTPD8
EPB41L4B
EPCAM
EPHA10
EPHA8
EPHB2
EPS8L3
ERN2
ESCO2
ESPL1
ESPN
EVPL
EXD1
EXOC3L4
F11
F12
F13B
F2RL1
FABP1
FABP12
FABP2
FADS6
FAM101A
FAM132A
FAM135B
FAM159B
FAM163A
FAM169B
FAM170A
FAM170B
FAM177B
FAM211A
FAM25G
FAM3B
FAM3D
FAM74A1
FAM74A2
FAM83A
FAM83B
FAM83E
FAM84A
FAM92B
FBP1
FBP2
FCAMR
FCGBP
FCRL2
FCRL4
FCRL5
FER1L6
FEV
FFAR1
FGF19
FGF5
FGF6
FGFBP1
FGFR4
FKBP1B
FLJ45079
FMO5
FMO6P
FOLH1
FOXA1
FOXA2
FOXA3
FOXF2
FOXH1
FOXL1
FOXQ1
FP15737
FRMD1
FTCD
FUOM
FUT2
FUT3
FUT6
FUT9
G6PC
G6PC2
GABRA1
GABRA4
GABRG2
GAD2
GAGE1
GAL3ST1
GALNT12
GALNT5
GALNT8
GAST
GATA4
GATA5
GBP3
GBX2
GC
GCNT1
GCNT3
GCNT4
GDA
GDPD2
GFI1
GFI1B
GGN
GGT1
GGT2
GGT6
GGTLC1
GGTLC2
GHRH
GHRL
GIF
GIP
GIPC2
GJB1
GK
GKN2
GLOD5
GLP1R
GLP2R
GLRA1
GLRA4
GLTPD2
GLYATL1
GLYCTK
GMDS
GNAT3
GNG13
GOLM1
GOLT1A
GP2
GPA33
GPD1
GPR112
GPR119
GPR128
GPR142
GPR148
GPR15
GPR151
GPR160
GPR31
GPR35
GPR39
GPR82
GPRIN1
GPRIN2
GPT
GPX2
GRAMD1B
GREM1
GRIN1
GRTP1
GSDMB
GSG1
GSTA1
GSTA2
GSTM4
GUCA2A
GUCA2B
GUCY2C
