gene
AC002365.1
ACKR2
ACKR3
ADRBK1
ADRBK2
AGAP1
AGAP1
AGAP1
AGFG2
AGO4
AGRN
AHCYL2
AIF1L
AIF1L
AJUBA
AKR1B10
AKR1B15
AL021546.6
ANKRD11
ANKRD32
ANKRD33B
ANKZF1
ANO1
ANO6
ANO6
APMAP
ARF6
ARGLU1
ARGLU1
ARHGAP31
ARHGAP42
ARHGEF26
ARHGEF39
ARL14EP
ASIP
ASPG
ATAT1
ATL2
ATL2
ATP11C
ATRX
ATRX
ATXN7
B9D1
BACH2
BAI3
BBX
BEND3
BHLHE40
BIRC8
BLOC1S5
BLOC1S5-TXNDC5
BMS1
BORA
BTBD17
BTG1
C1S
C2CD2
C7orf60
CAMSAP2
CAPRIN2
CCBL2
CCDC109B
CCDC141
CCDC157
CCDC166
CCDC177
CCDC177
CCDC88A
CDC45
CDK1
CDK13
CDK14
CDK17
CDK17
CDKL4
CELF1
CELF2
CELF2
CELF2
CELF2
CELF2
CELF3
CENPN
CENPU
CENPW
CEP112
CHL1
CHML
CMIP
CNKSR3
CNKSR3
CNKSR3
CNRIP1
CNTLN
COL5A1
COLGALT2
CSGALNACT1
CSRNP1
CUX1
CWC22
DCLK1
DCLK1
DCLK1
DCLK1
DCLK1
DCLK2
DCUN1D5
DDX26B
DDX39B
DENND1B
DHDH
DIAPH1
DKC1
DKC1
DNA2
DNAH2
DNLZ
DRAXIN
DYNLT1
ECI2
EEPD1
EFR3A
EIF2D
EIF3A
EIF3A
EIF3I
EMC1
EOGT
ERBB2IP
ERBB2IP
ERBB2IP
ERBB2IP
ERLEC1
EZR
FAM111A
FAM117A
FAM118A
FAM120A
FAM120A
FAM120C
FAM129A
FAM129A
FAM129B
FAM13B
FAM13C
FAM160A2
FAM167A
FAM168A
FAM171A2
FAM172A
FAM199X
FAM204A
FAM208B
FAM208B
FAM20C
FAM210B
FAM210B
FAM210B
FAM216B
FAM222B
FAM46C
FAM53B
FAM63B
FAM64A
FAM76A
FAM76A
FAM76B
FAM76B
FAM76B
FAM84A
FAM84B
FAM91A1
FBRSL1
FBRSL1
FBRSL1
FBXW7
FBXW7
FERMT2
FXR1
FZD3
G2E3
G2E3
GALNTL6
GATC
GATSL3
GINS2
GJC1
GJC1
GK
GLRX3
GOLIM4
GOLM1
GPER1
GPER1
GPR124
GPR126
GPR137C
GPR56
GPR56
GPR98
GPX8
GRAMD4
HAUS4
HAUS7
HELZ2
HJURP
HJURP
HJURP
HMGN5
HMGXB3
HNRNPA0
HNRNPA1
HNRNPA1
HNRNPAB
HNRNPD
HNRNPH1
HNRNPH1
HNRNPLL
HNRNPR
HOOK3
HOPX
HOPX
HSPA13
IGDCC4
IGDCC4
IGHM
INO80D
IPCEF1
IPCEF1
IPCEF1
IPO5
IQGAP2
IRF2BPL
IRGM
IRGM
ITPRIPL2
IWS1
JADE1
JADE1
JADE1
KANSL1
KANSL1L
KANSL1L
KAT6B
KAZN
KBTBD11
KCTD14
KCTD14
KDM2B
KDM3A
KDM3B
KDM5A
KDM5A
KDM5B
KDM5B
KDM5C
KDM5C
KDM6A
KDM6B
KDM6B
KDM6B
KHNYN
KIAA0101
KIAA0247
KIAA0947
KIAA1033
KIAA1033
KIAA1033
KIAA1217
KIF20B
KMT2C
KMT2C
KMT2C
KMT2E
KNOP1
KNSTRN
KRI1
LAMB1
LARP4
LGALSL
LHFPL1
LIFR
LPAR1
LPAR1
LPAR4
LPAR4
LPAR6
LPCAT1
LPCAT1
LPHN2
LPHN2
LRP8
LRWD1
LYRM5
LYRM9
MAGT1
MAP2
MAP4
MAP4K4
MAP9
MAPK1IP1L
MAPK6
MARCH3
MARCH5
MATR3
MCMBP
MDGA2
MDGA2
MED13L
MED14
MED15
MEIS2
MEIS2
MEIS2
MEIS2
MEIS2
MEIS2
MIEF1
MIS18A
MIS18A
MIS18BP1
MIS18BP1
MLLT4
MMS22L
MOGS
MRAS
MSL2
MSMO1
MST4
MTOR
MYCBP2
MYL12A
MYL12A
N4BP2
NAA50
NAA50
NAF1
NAPRT1
NAT8
NAT8
NAV1
NBEAL1
NBEAL1
NCKAP5
NCOA2
NCOA2
NDC80
NDNF
NKAIN4
NOTUM
NPAS3
NPAS3
NR2C2AP
NREP
NSA2
NSRP1
NSRP1
NT5DC3
PALD1
PAN2
PBRM1
PBRM1
PCNXL3
PDE12
PDE12
PDE12
PDP1
PDP2
PDS5A
PDS5B
PDS5B
PID1
PLEC
PLS1
PM20D1
PMEPA1
PPAP2B
PPAP2B
PPAP2B
PPP1R15A
PPP6R3
PREX1
PRKD1
PRKD3
PROCA1
PRR5L
PRSS56
PTGR1
PTPDC1
PTPDC1
PTPDC1
PTPDC1
PTPRG
PTPRG
PUF60
PVRL3
PVRL3
PXDC1
PYROXD2
QKI
QKI
QKI
RAB6A
RAB6C
RBM25
RBM25
RBM33
RBM33
RBM46
RBMX
RBPJ
RICTOR
RICTOR
RIMKLB
RIMKLB
RLIM
RLIM
RLIM
RNF144A
RNF213
RNF215
RNF217
RP11-298I3.5
RP1-66C13.4
RP2
RPF1
RSF1
S1PR1
S1PR2
S1PR3
S1PR3
SAPCD2
SCAF8
SCAF8
SCAF8
SCAI
SCAI
SCAI
SDE2
SDE2
SEC62
SFMBT1
SGOL2
SHISA9
SLC1A2
SLC1A2
SLC1A2
SLC1A2
SLC25A30
SLC25A30
SLC52A3
SLC5A3
SLC5A3
SLC5A3
SLC5A3
SLMO1
SMAD2
SMG1
SNORD123
SNRNP200
SNRNP40
SNRNP48
SNRNP70
SOAT1
SOCS6
SOGA1
SOWAHB
SOWAHC
SOX1
SPC24
SPC25
SPIDR
SPIN4
SPOPL
SPTBN1
SRSF1
SRSF1
SRSF11
SRSF11
SRSF11
SRSF12
SRSF12
SRSF12
SRSF4
SRSF6
SRSF6
SRSF6
SRSF7
SRSF7
STON2
SUN2
SUV420H1
SUV420H1
SYBU
SYBU
SYNM
SYNPO2
TAB2
TAB3
TADA1
TAF1D
TAF4
TAMM41
TCEB1
TCF3
TCF7L1
TDP2
TEAD1
TENM2
TENM3
TET2
TFAP2C
TIFA
TMA16
TMEM120A
TMEM206
TMEM212
TMEM229A
TMEM229A
TMEM229A
TMEM242
TMX3
TOX3
TPGS2
TPM4
TRAPPC13
TRERF1
TSGA10
TTI2
UBA2
UBA2
UBA6
UBE2K
UBN2
UBR5
UHRF1BP1L
URB2
VASH1
WDR90
WHSC1
XIAP
YTHDC1
YTHDC1
ZBTB18
ZBTB21
ZNF214
ZNF214
ZNF24
ZNF24
ZNF280D
ZNF317
ZNF518B
ZNF594
ZNF669
ZNF670
ZNF711
ZNF800
ZNF836
ZNF836
ZNF850
