gene
AACS
AADACL3
AASDH
AASDHPPT
AASS
ABCA11P
ABCA6
ABCA8
ABCB5
ABCC12
ABCC13
ABCC6
ABCC6P2
ABCC9
ABCD2
ABCD4
ABHD1
ABHD17A
ABHD3
ABHD5
ABHD6
ABI1
ABI2
ABI3BP
ACAD11
ACADL
ACADM
ACADSB
ACAN
ACAP2
ACKR4
ACPL2
ACSBG2
ACSL3
ACSL6
ACSM2A
ACTBL2
ACTN2
ACVR1
ACVR1C
ACYP2
ADAM10
ADAM18
ADAM20
ADAM22
ADAM23
ADAM30
ADAM5
ADAM9
ADAMTS20
ADAMTS5
ADAMTSL1
ADAT2
ADCY9
ADH1B
ADK
ADM
ADO
ADORA3
ADPGK
AFF3
AFG3L1P
AFM
AGAP3
AGGF1
AGK
AGO1
AGO4
AGPAT3
AGPAT5
AGPAT9
AGPS
AGR3
AHCYL1
AHCYL2
AHDC1
AHI1
AHR
AIDA
AIFM2
AIMP1
AJUBA
AKAP10
AKAP13
AKAP2
AKAP6
AKIRIN2
AKR1D1
AKT2
AKTIP
ALDH1A2
ALDH8A1
ALG1
ALG12
ALG6
ALMS1
ALPI
ALPK1
ALPP
ALPPL2
AMD1
AMDHD1
AMMECR1
AMOT
AMTN
ANAPC1
ANAPC16
ANGPT1
ANGPTL3
ANK3
ANKAR
ANKDD1A
ANKRA2
ANKRD11
ANKRD12
ANKRD13A
ANKRD19P
ANKRD22
ANKRD26P1
ANKRD28
ANKRD30BP2
ANKRD32
ANKRD34A
ANKRD34B
ANKRD34C
ANKRD36B
ANKRD49
ANKS1B
ANKS3
ANO3
ANO4
ANO8
ANXA10
ANXA4
ANXA7
AOX1
AP1G1
AP1S3
AP2A1
AP3B1
AP3S1
AP4E1
APCDD1L
APH1B
API5
APLN
APOBEC1
APOBEC2
APOBEC4
APOL5
APPL2
AQP4
AQP4-AS1
AQP8
AQPEP
ARF1
ARF5
ARF6
ARFIP2
ARG1
ARG2
ARGFX
ARHGAP10
ARHGAP11A
ARHGAP17
ARHGAP18
ARHGAP20
ARHGAP24
ARHGAP29
ARHGAP31
ARHGAP32
ARHGAP42
ARHGAP44
ARHGAP5
ARHGAP6
ARHGDIB
ARHGEF10
ARHGEF12
ARHGEF15
ARHGEF18
ARHGEF3
ARHGEF7
ARID1B
ARID2
ARID4B
ARL11
ARL13A
ARL13B
ARL6
ARL6IP5
ARMC8
ARMCX3
ARPC2
ARRDC3
ARSB
ARSD
AS3MT
ASAH1
ASCC3
ASCL4
ASH1L
ASNS
ASPH
ATAD2B
ATF6
ATF7IP
ATF7IP2
ATG12
ATG2B
ATG3
ATG4A
ATG5
ATG7
ATL1
ATM
ATP10A
ATP10B
ATP11B
ATP13A3
ATP1B1
ATP1B2
ATP2A2
ATP2B2
ATP2C1
ATP5C1
ATP5F1
ATP6V0A1
ATP6V0A4
ATP6V1C1
ATP7A
ATP8A1
ATP8B1
ATP8B4
ATPAF1
ATPIF1
ATRNL1
ATXN2
ATXN3L
ATXN7L1
AXDND1
AXIN1
AZIN1
B3GALNT2
B3GALT2
B4GALNT2
B4GALT4
B4GALT5
B4GALT6
BACH1
BAG2
BAG4
BAG5
BAI3
BAIAP2L1
BAMBI
BANK1
BASP1
BAZ1A
BAZ2A
BBS2
BBX
BCAN
BCL11A
BCL2
BCL2A1
BCL2L13
BCLAF1
BCOR
BDH2
BDP1
BEND3
BEND6
BEND7
BEST3
BET1
BEX5
BHLHE22
BHLHE41
BID
BLCAP
BLOC1S5
BLZF1
BNIP2
BOLL
BPY2
BRAF
BRAP
BRD1
BRD7P3
BRINP3
BROX
BTAF1
BTBD1
BTF3L4
BTLA
BTN3A1
BTN3A3
C10orf32
C10orf82
C11orf30
C11orf57
C11orf87
C11orf88
C12orf29
C12orf4
C12orf74
C14orf28
C15orf48
C16orf46
C16orf78
C16orf87
C16orf90
C17orf103
C17orf104
C17orf58
C18orf25
C18orf56
C1orf110
C1orf141
C1orf186
C1orf52
C1orf64
C1orf86
C1orf87
C1QTNF3
C1QTNF7
C20orf197
C20orf26
C21orf62
C21orf91
C2CD2
C2CD4C
C2orf68
C3orf49
C3orf55
C3orf58
C4orf32
C5orf24
C5orf30
C5orf51
C5orf55
C6orf203
C6orf222
C6orf47
C7orf31
C7orf54
C7orf60
C7orf71
C8orf33
C8orf37
C8orf4
C9orf170
C9orf24
C9orf66
C9orf72
C9orf85
CA1
CA10
CA7
CABLES2
CACFD1
CACNA1D
CACNA1G
CACNB2
CADPS
CALCOCO1
CALCRL
CALD1
CAMTA1
CAND1
CAPN10
CAPN2
CAPRIN2
CAPS2
CASC1
CASP3
CASP7
CASP8
CASQ2
CASZ1
CATSPERG
CAV2
CBLL1
CBLN2
CBLN4
CBWD5
CC2D1B
CC2D2A
CCAR1
CCDC102B
CCDC126
CCDC144CP
CCDC152
CCDC153
CCDC170
CCDC171
CCDC174
CCDC30
CCDC34
CCDC64
CCDC67
CCDC73
CCDC81
CCDC85A
CCDC85C
CCDC89
CCDC91
CCNDBP1
CCNG2
CCNH
CCNI
CCNJ
CCNL2
CCNY
CCNYL1
CCPG1
CCSAP
CCSER1
CCSER2
CCZ1
CCZ1B
CD109
CD164
CD1B
CD2
CD24
CD274
CD276
CD28
CD2AP
CD302
CD44
CD55
CD69
CD80
CD83
CD84
CD8B
CD96
CDADC1
CDC123
CDC23
CDC37L1
CDC42
CDC42EP4
CDC6
CDC73
CDCA2
CDCP1
CDH11
CDH12
CDH20
CDH7
CDHR3
CDK13
CDK15
CDK16
CDK2AP1
CDKAL1
CDKN2B
CDKN3
CEACAM19
CELF2
CENPE
CENPW
CEP128
CEP192
CEP44
CEP57
CEP63
CEP70
CEP72
CEP85L
CEP89
CEP97
CEPT1
CERS2
CGN
CGNL1
CH25H
CHAMP1
CHD1
CHD6
CHD7
CHD9
CHIA
CHIC1
CHM
CHN2
CHORDC1
CHP2
CHPT1
CHRDL1
CHRM2
CHRNB1
CHST1
CHST10
CHSY3
CIAPIN1
CIC
CIDEC
CISD1
CLCA2
CLCA3P
CLDN11
CLDN12
CLDN18
CLDN22
CLDND1
CLEC12B
CLEC3A
CLEC4M
CLEC7A
CLGN
CLIC5
CLIC6
CLINT1
CLIP4
CLK4
CLN3
CLSPN
CLTA
CLUAP1
CLUL1
CMAHP
CMBL
CMTM2
CMTM3
CNEP1R1
CNGA1
CNGB3
CNIH1
CNIH4
CNOT4
CNOT6L
CNTLN
CNTN3
CNTNAP2
CNTNAP3B
COA5
COA7
COBL
COBLL1
COCH
COG3
COG6
COL10A1
COL11A1
COL14A1
COL19A1
COL4A1
COL4A3
COL4A3BP
COL4A5
COL5A1
COL5A2
COL6A6
COL8A1
COLEC12
COLGALT1
COMMD2
COMMD8
COPA
COPB1
COPS2
COPS8
COQ10B
COQ7
COQ9
CORIN
COX15
COX16
COX7B
CPA4
CPD
CPE
CPEB2
CPLX1
CPLX4
CPM
CPNE8
CPOX
CPPED1
CPSF6
CPSF7
CRB1
CREB1
CREM
CRH
CRHBP
CRIM1
CRISP3
CRISPLD1
CRKL
CRP
CRYAB
CRYGS
CRYZ
CSDAP1
CSE1L
CSF2RB
CSMD2
CSMD3
CSN1S2AP
CSNK1G3
CSRP3
CST11
CSTF2T
CT49
CT60
CTBP1
CTDSP2
CTDSPL
CTH
